"name"	"description"	"page"
"jjaculus_homolog_chrom_start"	"Lesser Egyptian jerboa chromosome/scaffold start (bp)"	"homologs"
"jjaculus_homolog_chrom_end"	"Lesser Egyptian jerboa chromosome/scaffold end (bp)"	"homologs"
"jjaculus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"jjaculus_homolog_subtype"	"Last common ancestor with Lesser Egyptian jerboa"	"homologs"
"jjaculus_homolog_orthology_type"	"Lesser Egyptian jerboa homology type"	"homologs"
"jjaculus_homolog_perc_id"	"%id. target Lesser Egyptian jerboa gene identical to query gene"	"homologs"
"jjaculus_homolog_perc_id_r1"	"%id. query gene identical to target Lesser Egyptian jerboa gene"	"homologs"
"jjaculus_homolog_goc_score"	"Lesser Egyptian jerboa Gene-order conservation score"	"homologs"
"jjaculus_homolog_wga_coverage"	"Lesser Egyptian jerboa Whole-genome alignment coverage"	"homologs"
"jjaculus_homolog_orthology_confidence"	"Lesser Egyptian jerboa orthology confidence [0 low, 1 high]"	"homologs"
"etelfairi_homolog_ensembl_gene"	"Lesser hedgehog tenrec gene stable ID"	"homologs"
"etelfairi_homolog_associated_gene_name"	"Lesser hedgehog tenrec gene name"	"homologs"
"etelfairi_homolog_ensembl_peptide"	"Lesser hedgehog tenrec protein or transcript stable ID"	"homologs"
"etelfairi_homolog_chromosome"	"Lesser hedgehog tenrec chromosome/scaffold name"	"homologs"
"etelfairi_homolog_chrom_start"	"Lesser hedgehog tenrec chromosome/scaffold start (bp)"	"homologs"
"etelfairi_homolog_chrom_end"	"Lesser hedgehog tenrec chromosome/scaffold end (bp)"	"homologs"
"etelfairi_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"etelfairi_homolog_subtype"	"Last common ancestor with Lesser hedgehog tenrec"	"homologs"
"etelfairi_homolog_orthology_type"	"Lesser hedgehog tenrec homology type"	"homologs"
"etelfairi_homolog_perc_id"	"%id. target Lesser hedgehog tenrec gene identical to query gene"	"homologs"
"etelfairi_homolog_perc_id_r1"	"%id. query gene identical to target Lesser hedgehog tenrec gene"	"homologs"
"etelfairi_homolog_goc_score"	"Lesser hedgehog tenrec Gene-order conservation score"	"homologs"
"etelfairi_homolog_orthology_confidence"	"Lesser hedgehog tenrec orthology confidence [0 low, 1 high]"	"homologs"
"pleo_homolog_ensembl_gene"	"Lion gene stable ID"	"homologs"
"pleo_homolog_associated_gene_name"	"Lion gene name"	"homologs"
"pleo_homolog_ensembl_peptide"	"Lion protein or transcript stable ID"	"homologs"
"pleo_homolog_chromosome"	"Lion chromosome/scaffold name"	"homologs"
"pleo_homolog_chrom_start"	"Lion chromosome/scaffold start (bp)"	"homologs"
"pleo_homolog_chrom_end"	"Lion chromosome/scaffold end (bp)"	"homologs"
"pleo_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pleo_homolog_subtype"	"Last common ancestor with Lion"	"homologs"
"pleo_homolog_orthology_type"	"Lion homology type"	"homologs"
"pleo_homolog_perc_id"	"%id. target Lion gene identical to query gene"	"homologs"
"pleo_homolog_perc_id_r1"	"%id. query gene identical to target Lion gene"	"homologs"
"pleo_homolog_goc_score"	"Lion Gene-order conservation score"	"homologs"
"pleo_homolog_wga_coverage"	"Lion Whole-genome alignment coverage"	"homologs"
"pleo_homolog_orthology_confidence"	"Lion orthology confidence [0 low, 1 high]"	"homologs"
"clanigera_homolog_ensembl_gene"	"Long-tailed chinchilla gene stable ID"	"homologs"
"clanigera_homolog_associated_gene_name"	"Long-tailed chinchilla gene name"	"homologs"
"clanigera_homolog_ensembl_peptide"	"Long-tailed chinchilla protein or transcript stable ID"	"homologs"
"clanigera_homolog_chromosome"	"Long-tailed chinchilla chromosome/scaffold name"	"homologs"
"clanigera_homolog_chrom_start"	"Long-tailed chinchilla chromosome/scaffold start (bp)"	"homologs"
"clanigera_homolog_chrom_end"	"Long-tailed chinchilla chromosome/scaffold end (bp)"	"homologs"
"clanigera_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"clanigera_homolog_subtype"	"Last common ancestor with Long-tailed chinchilla"	"homologs"
"clanigera_homolog_orthology_type"	"Long-tailed chinchilla homology type"	"homologs"
"clanigera_homolog_perc_id"	"%id. target Long-tailed chinchilla gene identical to query gene"	"homologs"
"clanigera_homolog_perc_id_r1"	"%id. query gene identical to target Long-tailed chinchilla gene"	"homologs"
"clanigera_homolog_goc_score"	"Long-tailed chinchilla Gene-order conservation score"	"homologs"
"clanigera_homolog_wga_coverage"	"Long-tailed chinchilla Whole-genome alignment coverage"	"homologs"
"clanigera_homolog_orthology_confidence"	"Long-tailed chinchilla orthology confidence [0 low, 1 high]"	"homologs"
"clumpus_homolog_ensembl_gene"	"Lumpfish gene stable ID"	"homologs"
"clumpus_homolog_associated_gene_name"	"Lumpfish gene name"	"homologs"
"clumpus_homolog_ensembl_peptide"	"Lumpfish protein or transcript stable ID"	"homologs"
"clumpus_homolog_chromosome"	"Lumpfish chromosome/scaffold name"	"homologs"
"clumpus_homolog_chrom_start"	"Lumpfish chromosome/scaffold start (bp)"	"homologs"
"clumpus_homolog_chrom_end"	"Lumpfish chromosome/scaffold end (bp)"	"homologs"
"clumpus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"clumpus_homolog_subtype"	"Last common ancestor with Lumpfish"	"homologs"
"clumpus_homolog_orthology_type"	"Lumpfish homology type"	"homologs"
"clumpus_homolog_perc_id"	"%id. target Lumpfish gene identical to query gene"	"homologs"
"clumpus_homolog_perc_id_r1"	"%id. query gene identical to target Lumpfish gene"	"homologs"
"clumpus_homolog_goc_score"	"Lumpfish Gene-order conservation score"	"homologs"
"clumpus_homolog_orthology_confidence"	"Lumpfish orthology confidence [0 low, 1 high]"	"homologs"
"nbrichardi_homolog_ensembl_gene"	"Lyretail cichlid gene stable ID"	"homologs"
"nbrichardi_homolog_associated_gene_name"	"Lyretail cichlid gene name"	"homologs"
"nbrichardi_homolog_ensembl_peptide"	"Lyretail cichlid protein or transcript stable ID"	"homologs"
"nbrichardi_homolog_chromosome"	"Lyretail cichlid chromosome/scaffold name"	"homologs"
"nbrichardi_homolog_chrom_start"	"Lyretail cichlid chromosome/scaffold start (bp)"	"homologs"
"nbrichardi_homolog_chrom_end"	"Lyretail cichlid chromosome/scaffold end (bp)"	"homologs"
"nbrichardi_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"nbrichardi_homolog_subtype"	"Last common ancestor with Lyretail cichlid"	"homologs"
"nbrichardi_homolog_orthology_type"	"Lyretail cichlid homology type"	"homologs"
"nbrichardi_homolog_perc_id"	"%id. target Lyretail cichlid gene identical to query gene"	"homologs"
"nbrichardi_homolog_perc_id_r1"	"%id. query gene identical to target Lyretail cichlid gene"	"homologs"
"nbrichardi_homolog_goc_score"	"Lyretail cichlid Gene-order conservation score"	"homologs"
"nbrichardi_homolog_orthology_confidence"	"Lyretail cichlid orthology confidence [0 low, 1 high]"	"homologs"
"anancymaae_homolog_ensembl_gene"	"Ma's night monkey gene stable ID"	"homologs"
"anancymaae_homolog_associated_gene_name"	"Ma's night monkey gene name"	"homologs"
"anancymaae_homolog_ensembl_peptide"	"Ma's night monkey protein or transcript stable ID"	"homologs"
"anancymaae_homolog_chromosome"	"Ma's night monkey chromosome/scaffold name"	"homologs"
"anancymaae_homolog_chrom_start"	"Ma's night monkey chromosome/scaffold start (bp)"	"homologs"
"anancymaae_homolog_chrom_end"	"Ma's night monkey chromosome/scaffold end (bp)"	"homologs"
"anancymaae_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"anancymaae_homolog_subtype"	"Last common ancestor with Ma's night monkey"	"homologs"
"anancymaae_homolog_orthology_type"	"Ma's night monkey homology type"	"homologs"
"anancymaae_homolog_perc_id"	"%id. target Ma's night monkey gene identical to query gene"	"homologs"
"anancymaae_homolog_perc_id_r1"	"%id. query gene identical to target Ma's night monkey gene"	"homologs"
"anancymaae_homolog_goc_score"	"Ma's night monkey Gene-order conservation score"	"homologs"
"anancymaae_homolog_orthology_confidence"	"Ma's night monkey orthology confidence [0 low, 1 high]"	"homologs"
"mmulatta_homolog_ensembl_gene"	"Macaque gene stable ID"	"homologs"
"mmulatta_homolog_associated_gene_name"	"Macaque gene name"	"homologs"
"mmulatta_homolog_ensembl_peptide"	"Macaque protein or transcript stable ID"	"homologs"
"mmulatta_homolog_chromosome"	"Macaque chromosome/scaffold name"	"homologs"
"mmulatta_homolog_chrom_start"	"Macaque chromosome/scaffold start (bp)"	"homologs"
"mmulatta_homolog_chrom_end"	"Macaque chromosome/scaffold end (bp)"	"homologs"
"mmulatta_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mmulatta_homolog_subtype"	"Last common ancestor with Macaque"	"homologs"
"mmulatta_homolog_orthology_type"	"Macaque homology type"	"homologs"
"mmulatta_homolog_perc_id"	"%id. target Macaque gene identical to query gene"	"homologs"
"mmulatta_homolog_perc_id_r1"	"%id. query gene identical to target Macaque gene"	"homologs"
"mmulatta_homolog_goc_score"	"Macaque Gene-order conservation score"	"homologs"
"mmulatta_homolog_wga_coverage"	"Macaque Whole-genome alignment coverage"	"homologs"
"mmulatta_homolog_orthology_confidence"	"Macaque orthology confidence [0 low, 1 high]"	"homologs"
"nscutatus_homolog_ensembl_gene"	"Mainland tiger snake gene stable ID"	"homologs"
"nscutatus_homolog_associated_gene_name"	"Mainland tiger snake gene name"	"homologs"
"nscutatus_homolog_ensembl_peptide"	"Mainland tiger snake protein or transcript stable ID"	"homologs"
"nscutatus_homolog_chromosome"	"Mainland tiger snake chromosome/scaffold name"	"homologs"
"nscutatus_homolog_chrom_start"	"Mainland tiger snake chromosome/scaffold start (bp)"	"homologs"
"nscutatus_homolog_chrom_end"	"Mainland tiger snake chromosome/scaffold end (bp)"	"homologs"
"nscutatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"nscutatus_homolog_subtype"	"Last common ancestor with Mainland tiger snake"	"homologs"
"nscutatus_homolog_orthology_type"	"Mainland tiger snake homology type"	"homologs"
"nscutatus_homolog_perc_id"	"%id. target Mainland tiger snake gene identical to query gene"	"homologs"
"nscutatus_homolog_perc_id_r1"	"%id. query gene identical to target Mainland tiger snake gene"	"homologs"
"nscutatus_homolog_goc_score"	"Mainland tiger snake Gene-order conservation score"	"homologs"
"nscutatus_homolog_orthology_confidence"	"Mainland tiger snake orthology confidence [0 low, 1 high]"	"homologs"
"pnyererei_homolog_ensembl_gene"	"Makobe Island cichlid gene stable ID"	"homologs"
"pnyererei_homolog_associated_gene_name"	"Makobe Island cichlid gene name"	"homologs"
"pnyererei_homolog_ensembl_peptide"	"Makobe Island cichlid protein or transcript stable ID"	"homologs"
"pnyererei_homolog_chromosome"	"Makobe Island cichlid chromosome/scaffold name"	"homologs"
"pnyererei_homolog_chrom_start"	"Makobe Island cichlid chromosome/scaffold start (bp)"	"homologs"
"pnyererei_homolog_chrom_end"	"Makobe Island cichlid chromosome/scaffold end (bp)"	"homologs"
"pnyererei_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pnyererei_homolog_subtype"	"Last common ancestor with Makobe Island cichlid"	"homologs"
"pnyererei_homolog_orthology_type"	"Makobe Island cichlid homology type"	"homologs"
"pnyererei_homolog_perc_id"	"%id. target Makobe Island cichlid gene identical to query gene"	"homologs"
"pnyererei_homolog_perc_id_r1"	"%id. query gene identical to target Makobe Island cichlid gene"	"homologs"
"pnyererei_homolog_goc_score"	"Makobe Island cichlid Gene-order conservation score"	"homologs"
"pnyererei_homolog_orthology_confidence"	"Makobe Island cichlid orthology confidence [0 low, 1 high]"	"homologs"
"kmarmoratus_homolog_ensembl_gene"	"Mangrove rivulus gene stable ID"	"homologs"
"kmarmoratus_homolog_associated_gene_name"	"Mangrove rivulus gene name"	"homologs"
"kmarmoratus_homolog_ensembl_peptide"	"Mangrove rivulus protein or transcript stable ID"	"homologs"
"kmarmoratus_homolog_chromosome"	"Mangrove rivulus chromosome/scaffold name"	"homologs"
"kmarmoratus_homolog_chrom_start"	"Mangrove rivulus chromosome/scaffold start (bp)"	"homologs"
"kmarmoratus_homolog_chrom_end"	"Mangrove rivulus chromosome/scaffold end (bp)"	"homologs"
"kmarmoratus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"kmarmoratus_homolog_subtype"	"Last common ancestor with Mangrove rivulus"	"homologs"
"kmarmoratus_homolog_orthology_type"	"Mangrove rivulus homology type"	"homologs"
"kmarmoratus_homolog_perc_id"	"%id. target Mangrove rivulus gene identical to query gene"	"homologs"
"kmarmoratus_homolog_perc_id_r1"	"%id. query gene identical to target Mangrove rivulus gene"	"homologs"
"kmarmoratus_homolog_goc_score"	"Mangrove rivulus Gene-order conservation score"	"homologs"
"kmarmoratus_homolog_orthology_confidence"	"Mangrove rivulus orthology confidence [0 low, 1 high]"	"homologs"
"gfortis_homolog_ensembl_gene"	"Medium ground-finch gene stable ID"	"homologs"
"gfortis_homolog_associated_gene_name"	"Medium ground-finch gene name"	"homologs"
"gfortis_homolog_ensembl_peptide"	"Medium ground-finch protein or transcript stable ID"	"homologs"
"gfortis_homolog_chromosome"	"Medium ground-finch chromosome/scaffold name"	"homologs"
"gfortis_homolog_chrom_start"	"Medium ground-finch chromosome/scaffold start (bp)"	"homologs"
"gfortis_homolog_chrom_end"	"Medium ground-finch chromosome/scaffold end (bp)"	"homologs"
"gfortis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"gfortis_homolog_subtype"	"Last common ancestor with Medium ground-finch"	"homologs"
"gfortis_homolog_orthology_type"	"Medium ground-finch homology type"	"homologs"
"gfortis_homolog_perc_id"	"%id. target Medium ground-finch gene identical to query gene"	"homologs"
"gfortis_homolog_perc_id_r1"	"%id. query gene identical to target Medium ground-finch gene"	"homologs"
"gfortis_homolog_goc_score"	"Medium ground-finch Gene-order conservation score"	"homologs"
"gfortis_homolog_orthology_confidence"	"Medium ground-finch orthology confidence [0 low, 1 high]"	"homologs"
"pvampyrus_homolog_ensembl_gene"	"Megabat gene stable ID"	"homologs"
"pvampyrus_homolog_associated_gene_name"	"Megabat gene name"	"homologs"
"pvampyrus_homolog_ensembl_peptide"	"Megabat protein or transcript stable ID"	"homologs"
"pvampyrus_homolog_chromosome"	"Megabat chromosome/scaffold name"	"homologs"
"pvampyrus_homolog_chrom_start"	"Megabat chromosome/scaffold start (bp)"	"homologs"
"pvampyrus_homolog_chrom_end"	"Megabat chromosome/scaffold end (bp)"	"homologs"
"pvampyrus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"pvampyrus_homolog_subtype"	"Last common ancestor with Megabat"	"homologs"
"pvampyrus_homolog_orthology_type"	"Megabat homology type"	"homologs"
"pvampyrus_homolog_perc_id"	"%id. target Megabat gene identical to query gene"	"homologs"
"pvampyrus_homolog_perc_id_r1"	"%id. query gene identical to target Megabat gene"	"homologs"
"pvampyrus_homolog_goc_score"	"Megabat Gene-order conservation score"	"homologs"
"pvampyrus_homolog_orthology_confidence"	"Megabat orthology confidence [0 low, 1 high]"	"homologs"
"amexicanus_homolog_ensembl_gene"	"Mexican tetra gene stable ID"	"homologs"
"amexicanus_homolog_associated_gene_name"	"Mexican tetra gene name"	"homologs"
"amexicanus_homolog_ensembl_peptide"	"Mexican tetra protein or transcript stable ID"	"homologs"
"amexicanus_homolog_chromosome"	"Mexican tetra chromosome/scaffold name"	"homologs"
"amexicanus_homolog_chrom_start"	"Mexican tetra chromosome/scaffold start (bp)"	"homologs"
"amexicanus_homolog_chrom_end"	"Mexican tetra chromosome/scaffold end (bp)"	"homologs"
"amexicanus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"amexicanus_homolog_subtype"	"Last common ancestor with Mexican tetra"	"homologs"
"amexicanus_homolog_orthology_type"	"Mexican tetra homology type"	"homologs"
"amexicanus_homolog_perc_id"	"%id. target Mexican tetra gene identical to query gene"	"homologs"
"amexicanus_homolog_perc_id_r1"	"%id. query gene identical to target Mexican tetra gene"	"homologs"
"amexicanus_homolog_goc_score"	"Mexican tetra Gene-order conservation score"	"homologs"
"amexicanus_homolog_orthology_confidence"	"Mexican tetra orthology confidence [0 low, 1 high]"	"homologs"
"mlucifugus_homolog_ensembl_gene"	"Microbat gene stable ID"	"homologs"
"mlucifugus_homolog_associated_gene_name"	"Microbat gene name"	"homologs"
"mlucifugus_homolog_ensembl_peptide"	"Microbat protein or transcript stable ID"	"homologs"
"mlucifugus_homolog_chromosome"	"Microbat chromosome/scaffold name"	"homologs"
"mlucifugus_homolog_chrom_start"	"Microbat chromosome/scaffold start (bp)"	"homologs"
"mlucifugus_homolog_chrom_end"	"Microbat chromosome/scaffold end (bp)"	"homologs"
"mlucifugus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mlucifugus_homolog_subtype"	"Last common ancestor with Microbat"	"homologs"
"mlucifugus_homolog_orthology_type"	"Microbat homology type"	"homologs"
"mlucifugus_homolog_perc_id"	"%id. target Microbat gene identical to query gene"	"homologs"
"mlucifugus_homolog_perc_id_r1"	"%id. query gene identical to target Microbat gene"	"homologs"
